document,summary,id
"The imagery, released by US geopolitical intelligence company Stratfor and taken on 31 October, shows how almost all the buildings at the airport, on the southern outskirts of Mosul, have been razed.
Runways have also been damaged, with wide trenches carved into them and rubble placed along their lengths, Stratfor's analysis says. Taxiways and aprons - where aircraft park - have also been sabotaged.
About 50,000 Iraqi security forces, Kurdish Peshmerga fighters, Sunni Arab tribesmen and Shia militiamen, assisted by US-led coalition airstrikes, are currently involved in a military offensive to reclaim Mosul from IS militants.
Government forces have already retaken dozens of villages and towns surrounding the city and are currently consolidating gains made in Mosul's eastern outskirts.
The damage to the runways has rendered the airport worthless as an asset for attacking forces, says Stratfor. Airports or runways are typically a primary objective for assaults on cities, since control over them can deny or enable logistical capabilities, having a considerable impact on the outcome of battles.
However, IS militants have ensured there is little left for approaching forces to gain by taking the site, Stratfor says.
IS employed a similar tactic at Qayyarah air base, 70km (43 miles) south of Mosul. However, the trenches dug there only partially covered the main runway, Stratfor says, and it was restored to service within months of the Iraqi forces recapturing the base in July.
By comparison, Mosul airport's destruction could be much more difficult to repair.
Mirroring the demolition at Qayyarah, IS fighters have also levelled almost every structure at Mosul airport.
Stratfor says that as well as preventing Iraqi forces and their allies from using the facilities, the tactic also serves to clear the line of sight for IS defensive positions on the northern edge of the airport.
Along with restoring the runways, Iraqi forces would need to rebuild hangars, warehouses and other infrastructure in order to use it as a logistical base.
In contrast to the widespread destruction elsewhere in the area, the images show how the city's sugar factory remains relatively intact - testimony to its utility to IS.
After the jihadists captured Mosul in June 2014, they continued to operate the factory, says Stratfor, and more than a year later, executed the plant's manager when she refused to run it for them.
However, the images also show how coalition airstrikes, aimed at destroying key IS positions and assets, have caused some damage to the buildings.
Satellite imagery released last week, showed how IS had constructed multiple barricades across key routes into the northern Iraqi city.",Satellite images of Mosul have revealed how fighters from so-called Islamic State (IS) have destroyed much of the city's airport to render it unusable as Iraqi forces close in.,37936530
"The Egypt-backed plan had envisaged a regional forum which analysts say might have forced Israel to reveal whether or not it has nuclear weapons.
The proposal was blocked by the US, the UK and Canada. The next review is set for  2020.
Israel neither confirms nor denies it has a stockpile of nuclear weapons.
Speaking after four weeks of negotiations, US Under-Secretary of State Rose Gottemoeller accused Egypt and other Arab countries of ""not willing to let go of these unrealistic and unworkable conditions"" for future talks.
She also said some participants tried to ""cynically manipulate"" the whole process.
But Egypt warned that the failure to reach a deal ""will have consequences in front of the Arab world and public opinion"", the Associated Press news agency reports.
Last month, Egypt had proposed to stage a regional conference - with or without Israel's participation and without an agreed agenda.
Some analysts suggested that this move might have forced Israel - which is not a party to the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) - to publicly clarify its position on nuclear weapons.
Decisions at NPT review conferences - held every five years - are made by consensus.
The failure of the current talks means the next gathering could only be held in 2020 at the earliest.",A UN conference aimed at preventing the proliferation of nuclear weapons has ended in failure after a row over a nuclear-free Middle East proposal.,32856926
"The Shrimps lost their opening game of the season at newly-promoted Grimsby but then knocked Championship side Rotherham out of the EFL Cup 5-4 and have won three straight league games.
""It's nice but it is early days,"" 40-year-old Bentley told BBC Radio Lancashire.
""You're never too high and never too low and I keep saying that.""
He added: ""It's important everyone keeps their feet on the ground - likewise when you have a sticky spell that everyone keeps check and sticks together.""
Kevin Ellison, 37, got the only goal of the game as Morecambe's 1-0 win at Yeovil on Saturday moved them to the top of the league.
""People say about his age and this and that but if you work with him day in, day out you see how he rubs off on other people,"" added Bentley on Ellison. ""His desire, his attitude towards training and his own recovery and own professionalism, he's a credit to himself and his family.
""A lot of young people should look at him up and down the country because he is that good at what he does.""","Morecambe must not get carried away despite sitting top of League Two, says Shrimps boss Jim Bentley.",37159611
"The reactor at Yongbyon has been the source of plutonium for North Korea's nuclear weapons programme.
The White House said North Korea should ""focus instead on fulfilling its international obligations"".
The reactor was shut down in 2007 as part of a disarmament-for-aid deal.
But Pyongyang vowed to restart it in 2013, following its third nuclear test and amid high regional tensions.
White House spokesman Josh Earnest said the international community would not accept North Korea as a nuclear state.
""We will work with our partners in the context of the six-party talks to try to return North Korea to a posture of fulfilling those commitments that they have made,"" he said.
""We will repeat our call that North Korea should refrain from the irresponsible provocations that aggravate regional tension and should focus instead on fulfilling its international obligations and commitments.""
Six-nation talks involving South Korea, the US, China, Japan and Russia aimed at ending the North's nuclear programme have been stalled since 2009.
Experts believe that, when fully operational, the Yongbyon reactor can make one nuclear bomb's worth of plutonium per year.
A US think-tank said this year that satellite images suggested work had started at the Yongbyon complex.
But Tuesday's announcement was the first official confirmation from North Korea that it had restarted operations there.
The state-run news agency KCNA said North Korea was improving its nuclear weapons ""in quality and quantity"".
It said that the North was ready to face US hostility with ""nuclear weapons any time"".
However, experts say North Korea's nuclear capabilities are unclear.
Pyongyang claims it has made a device small enough to fit a nuclear warhead on to a missile, which it could launch at its enemies. But US officials have cast doubt on the claim.
North Korea has made bellicose threats against its neighbours and the US before, often to coincide with annual joint military exercises held by South Korea and US forces.
The two Koreas remain technically at war, because the 1950-1953 war ended in an armistice, not a peace treaty.","The US has warned North Korea to refrain from ""irresponsible provocation"" after the communist state said its main nuclear facility had resumed normal operations.",34263953
"The former private, who is in her 20s, has accepted a conditional caution for misconduct in a public office.
The woman has agreed to make a payment of Â£40 to an armed forces charity.
She was arrested at her Nottinghamshire home under the Metropolitan Police's Operation Elveden inquiry into alleged corrupt payments to public officials.
In a statement, the CPS outlined details of the offence but did not name the newspaper or the barracks.
CPS lawyer Gregor McGill said: ''The evidence in this case was considered very carefully and although there was sufficient evidence to prosecute this offence, when considering the public interest it was decided that a conditional caution was an appropriate course of action.
''In accepting a conditional caution, an individual accepts responsibility for the offending set out.''
The former soldier was arrested in September. She was the 87th person to be held as part of Operation Elveden, which was launched after the phone-hacking scandal at the News of the World newspaper.
The operation was established to investigate allegations of inappropriate payments to police but was widened in January 2012 to include other public officials. It is being overseen by the Independent Police Complaints Commission.","A former soldier who agreed to obtain information from an army barracks for a newspaper will not face a trial, the Crown Prosecution Service has said.",30591670
"Media playback is not supported on this device
The tournament kicks off with France playing Romania on Friday, 10 June and the final will take place at the Stade de France in Paris on 10 July. Spain are hoping to retain the title they won in 2008 and 2012.
England will be appearing at their ninth finals, while Wales and Northern Ireland have qualified for the first time.
Good question - because, for the first time, there are 24 teams competing in the finals. That is an increase from the 16 that had taken part in every edition since it was hosted in England in 1996.
With six groups of four teams, it means the top two will qualify for the last 16, plus the four best third-placed finishers. In other words, only eight teams will fail to qualify from the group stage.
One point could be enough to put your team into the last 16 - and from then the tournament goes to a knockout format.
As Greece proved by pulling off a sensational triumph at Euro 2004, trying to predict a winner is a difficult game.
World champions Germany are understandably one of the favourites, while holders Spain are also short odds with the bookmakers.
Germany finished top of their qualification group but booking their place in France was not without its hiccups - with defeats by Poland and the Republic of Ireland. They have been beaten by France and England since qualifying but remain one to watch.
Spain dominated international football between 2008 and 2012 but failed to qualify from their group at the 2014 World Cup. Could this be a last hurrah for Vicente del Bosque's ageing but brilliant side?
France won the World Cup as hosts in 1998 - can they repeat the famous success of the team led by Didier Deschamps, Zinedine Zidane and Laurent Blanc?
A run into the latter stages by Les Bleus is likely to help restore national morale in a country still recovering from last year's deadly Paris attacks.
France are the bookmakers' favourites to win the whole thing, but their form is tricky to gauge because they did not have to qualify for this tournament.
Fast on the counter and unified after years of internal division, watch out for talented midfielders Paul Pogba and Blaise Matuidi.
But they cannot call upon prolific Real Madrid striker Karim Benzema. The French Football Federation (FFF) said he would not be picked after being investigated for his part in an alleged plot to blackmail Les Bleus team-mate Mathieu Valbuena, who did not make the squad.
Well, there are three of them in France - only Scotland missed out - plus the Republic of Ireland. It is going to get crowded too, because England and Wales are both in Group B, along with Russia and debutants Slovakia.
Don't expect much work to get done when England and Wales play each other - that match in Lens will be shown live on BBC One, kick-off 14:00 BST, on Thursday, 16 June.
Roy Hodgson's England have a good young team but doubts persist about their defence. They breezed through their qualifying group with a perfect record of 10 wins, while confidence was further boosted with March's impressive win away at world champions Germany.
Wales have got Real Madrid star Gareth Bale and plenty of heart. Chris Coleman's side reached their first major tournament in 57 years after losing just once in qualification.
Northern Ireland might have numerous players from England's lower leagues but they finished top of their qualifying group, losing just one of their 10 matches.
Striker Kyle Lafferty could not get a game for club side Norwich during qualifying (he has since been loaned to Birmingham) but he scored seven crucial goals in nine games for his country.
With the 24-team format offering hope to traditionally less-successful nations, five countries have taken advantage to secure their European Championship finals debut.
Northern Ireland and Wales, of course, are two of them.
Slovakia, who have been drawn alongside England and Wales in Group B, have qualified for the first time as an independent state. A 1-0 win against Spain showed the 2010 World Cup qualifiers can mix it with Europe's elite. Beware England and Wales.
Albania have never been near a major finals, but edged out Denmark - the 1992 champions - in their qualifying group thanks to a shock win in Portugal. Oh, and because they were awarded a 3-0 win in Serbia by the Court of Arbitration for Sport after a riot.
With a population of roughly 330,000 (comparable to Coventry) and only 21,508 registered players, Iceland are unsurprisingly the smallest nation to ever qualify for the finals.
How did they do that? By beating the Netherlands - 1988 winners and three-time semi-finalists - home and away during qualifying. The Dutch, for the first time since 1984, will not be there.
Real Madrid superstar Cristiano Ronaldo, who was voted the world's second best player behind Argentina's Lionel Messi in the 2015 Ballon d'Or vote, heads a star-studded cast.
Ronaldo will be leading Portugal's challenge, while Wales hope his club-mate Gareth Bale - the world's most expensive player - can transform his impressive La Liga form onto the international stage.
World Cup winners Germany boast a host of stellar names who have impressed in previous tournaments, most notably Bayern Munich goalkeeper Manuel Neuer and forward Thomas Muller plus Real Madrid midfielder Toni Kroos.
France's challenge is set to be driven by energetic Juventus midfielder Paul Pogba, who is still reportedly courting the attention of several English Premier League sides.
Belgium are not short of star quality either. Premier League pair Eden Hazard and Kevin de Bruyne will spearhead their quest for a first major tournament win, but the Red Devils are without injured captain Vincent Kompany.
And Sweden superstar Zlatan Ibrahimovic, 34, will be hoping to illuminate an international tournament for what could be the final time.
The Netherlands' failure to qualify leaves Bayern Munich winger Arjen Robben watching from home, while his club-mate Franck Ribery was not named in the France squad, despite suggestions he was considering ending his international retirement.
The tournament's 51 games will be staged at 10 locations across France, including new stadiums in Bordeaux, Lille, Lyon and Nice.
The opening match - between France and Romania on 10 June - and the 10 July final will be played at the Stade de France in Paris.
Building the new venues and renovating historic grounds such as Marseille's Stade Velodrome has cost 1.6bn euros (£1.2bn) - modernisation which was necessary, organisers say, because France did not fully capitalise on hosting the 1998 World Cup.
Vibrating stands, floating roofs and adjacent slag heaps - read BBC Sport's venue-by-venue guide
In March this year, the International Football Association Board (IFAB) ratified a host of revisions to the laws of the game in an attempt to remove inconsistencies and meet the needs of the modern game. The changes came into effect on 1 June, so will apply for Euro 2016.
More than 90 revisions were made, but these are some of the key changes:
Kick-off: Previously, the ball had to go forward from kick-off but the rule has been changed to allow it to go in any direction.
Pre-match red cards: Players can now be sent off before a match gets under way, although they can be replaced by another player in the match-day squad.
Leaving the pitch after treatment: If a player is injured in a challenge resulting in a yellow or red card, they no longer have to leave the field and can have a quick assessment or medical treatment. This change is designed to prevent situations where a team would be temporarily down to 10 players.
The end of 'triple punishment': A professional foul inside the area will now normally result in a yellow card for the offender, and not a red. This is to end the so-called triple punishment of penalty, dismissal and suspension, which was seen by some as excessive. There are exceptions for when the offender will receive a red which include holding, pushing or pulling and violent conduct.
Goalline technology, already established in the Premier League and elsewhere, will be used at Euro 2016.
Yes. But you had better be quick. Most of the group games - including all of England's matches - are sold out.
However, as of 9 June there are tickets available to watch Wales and Northern Ireland, plus other games involving some of the smaller nations. There are also tickets available for the opening game between France and Romania - at 395 euros each.
Find the latest ticket details on Uefa's official Euro 2016 website
Each of the 10 host cities will have official Uefa fan zones. The fan zones will have a giant screen for showing all of the matches throughout the tournament.
The biggest will be in Paris, where up to 90,000 supporters can gather on the Champ de Mars - in the shadow of the Eiffel Tower.
You won't miss a kick.
The BBC and ITV will bring audiences closer to the heart of the action than ever before with extensive coverage of Euro 2016.
The BBC will showcase 26 live matches on TV and streamed online within its 140 hours of programming, including highlights on BBC One, BBC Two and the Red Button plus 24 days of coverage on Radio 5 live.
The BBC's Euro 2016 digital service will feature live broadcasts of all BBC games, commentary and live text coverage of every game featuring in-game highlight clips, on-demand highlights of every goal, breaking news, exclusive features and expert analysis.
ITV will be home to 26 live games across ITV1 and ITV4, which will be simulcast live on the ITV Hub.
READ MORE: Ferdinand and Henry join BBC coverage for the Euros
The French government has extended a state of emergency imposed after the Paris attacks in November to cover Euro 2016.
The coordinated gun and bomb attacks in Paris on 13 November killed 130 people and were claimed by so-called Islamic State.
The Stade de France, which was targeted by suicide bombers, will host the opening match of Euro 2016 and the final.
The current state of emergency gives police extra powers to conduct searches and put people under house arrest.
More than 90,000 police, soldiers and private security agents are being deployed as well.
US warns of Euro 2016 terror threat",Euro 2016 will be contested by 24 teams over 30 days at 10 different venues in France.,36135425
"They held private meetings with Theresa May in the wake of the Hillsborough inquests, which ended in April.
Jurors found the fans who died as a result of the 1989 crush were unlawfully killed.
The families also complained about the conduct of South Yorkshire Police.
They called on the home secretary to put the force into remedial measures.
It is understood the proposed 'Hillsborough Law' would seek to place a further onus on those in public office to cooperate positively with investigations.
The families were told about developments in two ongoing criminal investigations into the disaster at the meetings with the home secretary, which were held in Warrington.
Theresa May has previously praised the dignity and determination of the victims' relatives.
Chair of the Hillsborough Family Support Group, Margaret Aspinall, whose son James died in the disaster, said: ""I myself for the very first time felt - I'm sure the families did as well - that at last there's a home secretary that's actually listening to them.""
The home secretary has met some Hillsborough families before, but this is the first time that she's spoken directly to them since the inquests ended.
Theresa May spent several hours in Warrington, meeting separately with the two main groups of relatives.
The atmosphere was said to be heated, with some of the families complaining directly to her about the conduct of South Yorkshire Police during the inquests.
Some relatives asked for assurances that there will be criminal prosecutions, and I'm told that they wanted to make sure that the home secretary personally understood the emotional toll that the two-year inquests have taken.
Although the Hillsborough families welcomed the jury's finding of unlawful killing, they know that many months of uncertainty lie ahead before they find out whether criminal trials will follow.
The Independent Police Complaints Commission revealed that 19 people have refused to assist with their probe into the conduct of officers from West Midlands Police, which investigated the tragedy.
The watchdog has now handed files on suspects to the Crown Prosecution Service in its largest-ever inquiry into alleged criminality and alleged police misconduct.
The IPCC has contacted 258 officers and staff members involved in the investigation into the tragedy and a total of 161 statements have been taken.
The watchdog said: ""Our intention remains to submit full files of evidence to the CPS by the turn of the year to enable decisions to be made on whether any individuals should be charged.""","Relatives of the 96 people who died at Hillsborough have told the home secretary they want a ""Hillsborough Law"" to compel public officials to tell the truth at inquiries.",36438606
"The former Newcastle striker, 26, was jailed for eight months in May after admitting online banking fraud.
Southend boss Phil Brown expects Ranger to return to training before their first League One game on 5 August.
""When the season starts, we'll try to get games behind closed doors so he can get a level of match fitness,"" Brown told BBC Essex.
After Ranger pleaded guilty to conspiracy to defraud by obtaining bank details and transferring money, Southend said they would consider the player's future.
Speaking after their pre-season friendly defeat by Brighton on Tuesday, Brown said: ""Nile has to understand that these players are playing with discipline and have done for the last three or four weeks.
""The best we will get out of Nile is probably a week's work and that won't be enough for him to be fit for the [start of the] season.""
Ranger joined Southend in August 2016 and scored eight goals in 27 league appearances last season.",Southend United will give striker Nile Ranger a chance to relaunch his career when he is released from prison.,40714975
"25 February 2016 Last updated at 10:01 GMT
Having undergone significant restoration, it will make its first journey in ten years along the East Coast mainline.
The steam engine was initially built in Doncaster, but took its name from the Edinburgh to London service on which it ran.
After the last original locomotive class member was withdrawn in 1966, the train toured the world, becoming an icon of British engineering.
Video produced by BBC Rewind",BBC Rewind looks at the history of the Flying Scotsman as it prepares to return to the railways.,35654307
"Katy James was refused leave to remain because her British husband Dominic, a self-employed bike dealer, earns less than Â£18,600 per year.
Mr and Mrs James live in Eastbourne and have a daughter, Madeleine, aged two.
Immigration Minister James Brokenshire has written to their MP to say after an interval review the Home Office would reconsider her application to remain.
Caroline Ansell MP wrote on her website she was confident the government would reverse the decision because ""the three have a right to family life under human rights legislation and because of the impact on young Madeleine should Katy be forced to leave.""
Katy's father-in-law Jim Needham told BBC Sussex: ""It is a great relief, it is early days yet but we are very hopeful things will progress and justice will be done.""
The couple, who married in 2006, said they were victims of a rule change in 2012 which requires British citizens with non-EU spouses to prove an income of at least Â£18,600.
Mrs James said on Wednesday it was ""outrageous"" the Home Office thought a child did not need her mother.
Legal commentator Joshua Rozenberg said the purpose of the income threshold was to prevent non-Europeans marrying into the UK and becoming a burden on the taxpayer.",The government is to reconsider a visa for an American mother facing deportation from the UK.,35997066
